nombre,categoria,cocina,comuna,barrio,lat,long,geometry
LA POSTA DE LA NONNA,RESTAURANTE,TRADICIONAL,Comuna 11,Villa Devoto,-34.5981129241923,-58.4993794556089,POINT (-58.4993794556089 -34.5981129241923)
LA PRADERA,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6315676657287,-58.4045624018679,POINT (-58.4045624018679 -34.6315676657287)
LA PRIBEL,RESTAURANTE,TRADICIONAL,Comuna 13,Belgrano,-34.557820952619,-58.4605219043325,POINT (-58.4605219043325 -34.557820952619)
LA PRINCESA,RESTAURANTE,TRADICIONAL,Comuna 5,Almagro,-34.6026331661298,-58.4272622020193,POINT (-58.4272622020193 -34.6026331661298)
LAPSUS,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.5986166121315,-58.3826200267127,POINT (-58.3826200267127 -34.5986166121315)
LA PUERTA DE ALCALA,RESTAURANTE,MINUTAS,Comuna 6,Caballito,-34.6113525332932,-58.4536976440483,POINT (-58.4536976440483 -34.6113525332932)
LA PUERTA RICO,CAFE,MINUTAS,Comuna 1,Monserrat,-34.610198649611,-58.3723771994465,POINT (-58.3723771994465 -34.610198649611)
LA PULPERIA,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5776269203118,-58.424225539307,POINT (-58.424225539307 -34.5776269203118)
LA QUINTA ESTACION,RESTAURANTE,TRADICIONAL,Comuna 12,Coghlan,-34.5623076618805,-58.4759162177438,POINT (-58.4759162177438 -34.5623076618805)
LA RAMBLA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5867529778812,-58.3885342607017,POINT (-58.3885342607017 -34.5867529778812)
LA RAYA,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5829543919821,-58.4050395116434,POINT (-58.4050395116434 -34.5829543919821)
LA RAYA DE SAN TELMO,RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6159676415515,-58.3706282783595,POINT (-58.3706282783595 -34.6159676415515)
LA REAL PAPA SOUFLE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6023604759426,-58.3777580916168,POINT (-58.3777580916168 -34.6023604759426)
LA REFORMA,CAFE,INTERNACIONAL,Comuna 12,Villa Pueyrredon,-34.5860247828235,-58.5015976675165,POINT (-58.5015976675165 -34.5860247828235)
LA RENACIENTE,RESTAURANTE,SANDWICHERIA,Comuna 10,Monte Castro,-34.6252344723259,-58.5128073742952,POINT (-58.5128073742952 -34.6252344723259)
LA RENTO,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6000996445159,-58.3794625426256,POINT (-58.3794625426256 -34.6000996445159)
LA REVUELTA,RESTAURANTE,DE AUTOR,Comuna 15,Villa Ortuzar,-34.5783440271575,-58.4613131376765,POINT (-58.4613131376765 -34.5783440271575)
LA RIBERA,RESTAURANTE,MARISCOS,Comuna 4,Boca,-34.6393096188555,-58.3614707552245,POINT (-58.3614707552245 -34.6393096188555)
LA ROMUALDA,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.5851693057189,-58.4373913174908,POINT (-58.4373913174908 -34.5851693057189)
LA RUMBA,RESTAURANTE,PIZZERIA,Comuna 4,Nueva Pompeya,-34.6513375528341,-58.4164856213946,POINT (-58.4164856213946 -34.6513375528341)
LASAGNERIA CUSINA GOURMET,RESTAURANTE,ITALIANA,Comuna 14,Palermo,-34.5806564405459,-58.4107978476966,POINT (-58.4107978476966 -34.5806564405459)
LASALLE BAR,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6072007330451,-58.3965861876764,POINT (-58.3965861876764 -34.6072007330451)
LAS BRASITAS,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.5986977331176,-58.3740663800929,POINT (-58.3740663800929 -34.5986977331176)
LAS CHOLAS,VINERIA,REGIONAL,Comuna 14,Palermo,-34.5711125309848,-58.4306301331038,POINT (-58.4306301331038 -34.5711125309848)
LAS CORTADERAS,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.588638410619,-58.4163693904616,POINT (-58.4163693904616 -34.588638410619)
LAS CUARTETAS,RESTAURANTE,PIZZERIA,Comuna 1,San Nicolas,-34.6036085090053,-58.3785962386083,POINT (-58.3785962386083 -34.6036085090053)
LAS DALIAS,CAFE,INTERNACIONAL,Comuna 3,Balvanera,-34.6104796448423,-58.4097872835993,POINT (-58.4097872835993 -34.6104796448423)
LAS DELICIAS,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6080061497852,-58.3964453014374,POINT (-58.3964453014374 -34.6080061497852)
LAS FAMILIAS,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5974142003269,-58.4064857179515,POINT (-58.4064857179515 -34.5974142003269)
LAS FLORISTAS,RESTAURANTE,MINUTAS,Comuna 5,Almagro,-34.6027112588389,-58.4256290292379,POINT (-58.4256290292379 -34.6027112588389)
LAS LENGAS,RESTAURANTE,TRADICIONAL,Comuna 1,Retiro,-34.5969590831245,-58.3845618662689,POINT (-58.3845618662689 -34.5969590831245)
LAS MALVINAS,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6122982582345,-58.3860398146116,POINT (-58.3860398146116 -34.6122982582345)
LAS MARIAS,RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6190302026434,-58.373023330959,POINT (-58.373023330959 -34.6190302026434)
LAS MEDIALUNAS DEL ABUELO,CAFE,SANDWICHERIA,Comuna 1,San Nicolas,-34.6010351196416,-58.3756014037771,POINT (-58.3756014037771 -34.6010351196416)
LAS NAZARENAS,RESTAURANTE,PARRILLA,Comuna 1,Retiro,-34.5947726575528,-58.3733653828966,POINT (-58.3733653828966 -34.5947726575528)
LA SOLEADA,RESTAURANTE,TRADICIONAL,Comuna 13,Belgrano,-34.554899855589,-58.4541016845135,POINT (-58.4541016845135 -34.554899855589)
LA SOPERIA DE BABUM,BAR,CENTROEUROPEA,Comuna 1,San Nicolas,-34.6009090474387,-58.3736996100543,POINT (-58.3736996100543 -34.6009090474387)
LAS ORQUIDEAS,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5995894242997,-58.3942641164027,POINT (-58.3942641164027 -34.5995894242997)
LA SORTIJA,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.6022286863989,-58.3761955023774,POINT (-58.3761955023774 -34.6022286863989)
LAS PALMAS,RESTAURANTE,PIZZERIA,Comuna 4,Parque Patricios,-34.6342589271962,-58.3906479762951,POINT (-58.3906479762951 -34.6342589271962)
La Stampa Ristorante,RESTAURANTE,ITALIANA,Comuna 1,Retiro,-34.5900399504116,-58.3815671756246,POINT (-58.3815671756246 -34.5900399504116)
LA STRADA,RESTAURANTE,ITALIANA,Comuna 2,Recoleta,-34.5889216086894,-58.3936249720034,POINT (-58.3936249720034 -34.5889216086894)
LAS VEGAS,PUB,SANDWICHERIA,Comuna 11,Villa Devoto,-34.6055781310216,-58.5115051219591,POINT (-58.5115051219591 -34.6055781310216)
LAS VIOLETAS,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6388514558179,-58.4017304145334,POINT (-58.4017304145334 -34.6388514558179)
LAS VIOLETAS,RESTAURANTE,INTERNACIONAL,Comuna 5,Almagro,-34.6113156378162,-58.420773847555,POINT (-58.420773847555 -34.6113156378162)
LA TABA,RESTAURANTE,INTERNACIONAL,Comuna 9,Mataderos,-34.6623648453661,-58.5005150363419,POINT (-58.5005150363419 -34.6623648453661)
LA TABERNA DE ROBERTO,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6351718932481,-58.410317696914,POINT (-58.410317696914 -34.6351718932481)
LA TERRAZA,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.5819454550655,-58.4567936420341,POINT (-58.4567936420341 -34.5819454550655)
LA TIERCA,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6001256798746,-58.3785726261571,POINT (-58.3785726261571 -34.6001256798746)
LA TRADICION,RESTAURANTE,PARRILLA,Comuna 7,Flores,-34.622304771817,-58.4738053108112,POINT (-58.4738053108112 -34.622304771817)
LA TRANQUEIRA,RESTAURANTE,SANDWICHERIA,Comuna 1,San Nicolas,-34.6025217882781,-58.380035101237,POINT (-58.380035101237 -34.6025217882781)
LA TROPILLA,RESTAURANTE,PORTEA'A,Comuna 1,San Nicolas,-34.6060642533112,-58.3797623791313,POINT (-58.3797623791313 -34.6060642533112)
LA UNION,CAFE,INTERNACIONAL,Comuna 1,Monserrat,-34.6130562864811,-58.3818747356596,POINT (-58.3818747356596 -34.6130562864811)
LAURA J,RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.5984967905176,-58.3894352922872,POINT (-58.3894352922872 -34.5984967905176)
LA VENTANA SALAD BAR,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6147052507659,-58.3915846642193,POINT (-58.3915846642193 -34.6147052507659)
LA VENTANITA,BAR,PIZZERIA,Comuna 8,Villa Lugano,-34.6789746470964,-58.4762502788247,POINT (-58.4762502788247 -34.6789746470964)
LA VERBENA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5659537016162,-58.4371159988387,POINT (-58.4371159988387 -34.5659537016162)
LA VIEJA BODEGA,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5843724314401,-58.4384277765245,POINT (-58.4384277765245 -34.5843724314401)
LA VIEJA ROTISERIA,RESTAURANTE,TRADICIONAL,Comuna 4,Boca,-34.6397888544017,-58.3627376153972,POINT (-58.3627376153972 -34.6397888544017)
LA VIENESA,RESTAURANTE,MODERNO,Comuna 1,Monserrat,-34.6155665774093,-58.3873439775162,POINT (-58.3873439775162 -34.6155665774093)
LA VIGNOLE,VINERIA,MODERNO,Comuna 14,Palermo,-34.5789859242794,-58.4337606888462,POINT (-58.4337606888462 -34.5789859242794)
LA VINERIA,RESTAURANTE,PARRILLA,Comuna 1,Monserrat,-34.6142611992772,-58.383091797377,POINT (-58.383091797377 -34.6142611992772)
LA VIRGINIA,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6071382523949,-58.3993116032167,POINT (-58.3993116032167 -34.6071382523949)
LA ZARANDA,RESTAURANTE,PARRILLA,Comuna 12,Villa Urquiza,-34.5734780417672,-58.4870955602101,POINT (-58.4870955602101 -34.5734780417672)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 6,Caballito,-34.6110050912143,-58.4338155295238,POINT (-58.4338155295238 -34.6110050912143)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5809483127944,-58.4401838731468,POINT (-58.4401838731468 -34.5809483127944)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 13,Belgrano,-34.5664754484638,-58.4502466182858,POINT (-58.4502466182858 -34.5664754484638)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 6,Caballito,-34.6251619655852,-58.4435080929757,POINT (-58.4435080929757 -34.6251619655852)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 13,Colegiales,-34.5791173275913,-58.4546171852085,POINT (-58.4546171852085 -34.5791173275913)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 15,Chacarita,-34.5901374148343,-58.4462731092351,POINT (-58.4462731092351 -34.5901374148343)
Le BlAfA(c),RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.5871891396125,-58.4052793086412,POINT (-58.4052793086412 -34.5871891396125)
LE CLUB,RESTAURANTE,ORIENTAL,Comuna 2,Recoleta,-34.5876855450304,-58.3889778194008,POINT (-58.3889778194008 -34.5876855450304)
LE COQ BLEU,RESTAURANTE,FRANCESA,Comuna 2,Recoleta,-34.5896456503051,-58.3876617378197,POINT (-58.3876617378197 -34.5896456503051)
LE CREP,CONFITERIA,MINUTAS,Comuna 1,San Nicolas,-34.6059640880918,-58.3781746804196,POINT (-58.3781746804196 -34.6059640880918)
LE D' EUGENIA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6023067504843,-58.3724723002916,POINT (-58.3724723002916 -34.6023067504843)
LE FAMIGLIE,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.6136085828181,-58.3831498450606,POINT (-58.3831498450606 -34.6136085828181)
LELE DE TROYA,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5865979673548,-58.4292715375983,POINT (-58.4292715375983 -34.5865979673548)
LEMON CHEESE,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6049563703783,-58.3982018079089,POINT (-58.3982018079089 -34.6049563703783)
LE PARADISE,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.5692349510697,-58.4460877964643,POINT (-58.4460877964643 -34.5692349510697)
LE PAYSAGE,CAFE,SANDWICHERIA,Comuna 4,Nueva Pompeya,-34.6415860818209,-58.4312706550775,POINT (-58.4312706550775 -34.6415860818209)
LE PERICO,BAR,REGIONAL,Comuna 1,Constitucion,-34.6263303438692,-58.3895760431726,POINT (-58.3895760431726 -34.6263303438692)
LE PONT,CAFE,TRADICIONAL,Comuna 2,Recoleta,-34.5984479316155,-58.389835092149,POINT (-58.389835092149 -34.5984479316155)
LEZAMA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6253089258728,-58.3708348413262,POINT (-58.3708348413262 -34.6253089258728)
LIBERTY,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6178500731255,-58.3902847670142,POINT (-58.3902847670142 -34.6178500731255)
LICORCAFE,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6040553431992,-58.3861889332444,POINT (-58.3861889332444 -34.6040553431992)
LIGHTS COFFEE,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6351848985488,-58.4660802313087,POINT (-58.4660802313087 -34.6351848985488)
LIGURE,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.5928284619788,-58.3794314483408,POINT (-58.3794314483408 -34.5928284619788)
LIMONCELLO,CAFE,MINUTAS,Comuna 1,Monserrat,-34.6148441310389,-58.3707128532714,POINT (-58.3707128532714 -34.6148441310389)
LIMON TREE,CAFE,TENEDOR LIBRE,Comuna 1,San Nicolas,-34.6018943085085,-58.3796012604102,POINT (-58.3796012604102 -34.6018943085085)
LINA,RESTAURANTE,CHINA,Comuna 14,Palermo,-34.5812268778185,-58.4089606514095,POINT (-58.4089606514095 -34.5812268778185)
LISANDRO,RESTAURANTE,TRADICIONAL,Comuna 9,Liniers,-34.6402359588477,-58.5213447710819,POINT (-58.5213447710819 -34.6402359588477)
LITO'S,RESTAURANTE,FAST FOOD,Comuna 1,San Nicolas,-34.602543647641,-58.3805949081292,POINT (-58.3805949081292 -34.602543647641)
LIZZIES,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5739338435201,-58.4171199692139,POINT (-58.4171199692139 -34.5739338435201)
LLANTAMASI,RESTAURANTE,BOLIVIANA,Comuna 9,Liniers,-34.6426161059733,-58.5288465341644,POINT (-58.5288465341644 -34.6426161059733)
LOCA BOHEMIA,RESTAURANTE,MINUTAS,Comuna 6,Caballito,-34.6239879252119,-58.4275228859536,POINT (-58.4275228859536 -34.6239879252119)
LOCHER CAFE + BAR,CAFE,MINUTAS,Comuna 12,Saavedra,-34.5525691929078,-58.4836559083705,POINT (-58.4836559083705 -34.5525691929078)
LOCOS DE ASAR,RESTAURANTE,PARRILLA,Comuna 7,Parque Chacabuco,-34.6354627072051,-58.4482177401485,POINT (-58.4482177401485 -34.6354627072051)
LOCOS X EL FUTBOL,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.588911653908,-58.3936262702344,POINT (-58.3936262702344 -34.588911653908)
LOCOS X EL FUTBOL,RESTAURANTE,PORTEA'A,Comuna 6,Caballito,-34.6164105645011,-58.4323997964895,POINT (-58.4323997964895 -34.6164105645011)
LO DE AGUSTINA,CAFE,INTERNACIONAL,Comuna 1,Monserrat,-34.6112064027671,-58.3688112091272,POINT (-58.3688112091272 -34.6112064027671)
LO DE ANTONIO,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6051701373195,-58.3780200777068,POINT (-58.3780200777068 -34.6051701373195)
Lo de Carlitos - Villa del Parque,RESTAURANTE,PANQUEQUERAA,Comuna 11,Villa Del Parque,-34.6028268649267,-58.491433949924,POINT (-58.491433949924 -34.6028268649267)
Lo de Carlitos - Villa Urquiza,RESTAURANTE,PANQUEQUERAA,Comuna 12,Villa Urquiza,-34.5758436376475,-58.4851341925982,POINT (-58.4851341925982 -34.5758436376475)
LO DE CHARLY,RESTAURANTE,PARRILLA,Comuna 15,Villa Ortuzar,-34.5781267428815,-58.4708003306703,POINT (-58.4708003306703 -34.5781267428815)
LO DE CHOLO,RESTAURANTE,PARRILLA,Comuna 6,Caballito,-34.6105520359708,-58.4522317113399,POINT (-58.4522317113399 -34.6105520359708)
LO DE GUERRA,RESTAURANTE,PIZZERIA,Comuna 13,Belgrano,-34.5587861966911,-58.4579245528012,POINT (-58.4579245528012 -34.5587861966911)
LO DE JESUS,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5905430559854,-58.4311897222413,POINT (-58.4311897222413 -34.5905430559854)
LO DE JULIAN,RESTAURANTE,PARRILLA,Comuna 1,Monserrat,-34.6111058128283,-58.3682391486484,POINT (-58.3682391486484 -34.6111058128283)
LO DE LOLA,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5868509339515,-58.4311191304401,POINT (-58.4311191304401 -34.5868509339515)
LO DE LOPEZ,RESTAURANTE,ESPAA'OLA,Comuna 1,San Nicolas,-34.6034251265108,-58.3756516201731,POINT (-58.3756516201731 -34.6034251265108)
LO DEL TANO,RESTAURANTE,PARRILLA,Comuna 4,Parque Patricios,-34.6338047251429,-58.3998095394046,POINT (-58.3998095394046 -34.6338047251429)
LO DE MATEO,CAFE,INTERNACIONAL,Comuna 2,Recoleta,-34.5859466006632,-58.401193713157,POINT (-58.401193713157 -34.5859466006632)
LO DE OSCAR,RESTAURANTE,INTERNACIONAL,Comuna 5,Almagro,-34.6212065847877,-58.4208588014388,POINT (-58.4208588014388 -34.6212065847877)
LO DE PUEYRREDON,RESTAURANTE,REGIONAL,Comuna 14,Palermo,-34.5915890006011,-58.4306375231329,POINT (-58.4306375231329 -34.5915890006011)
LOISIC,RESTAURANTE,MINUTAS,Comuna 13,Belgrano,-34.5627005038478,-58.4577451736791,POINT (-58.4577451736791 -34.5627005038478)
LOLA,RESTAURANTE,GOURMET,Comuna 2,Recoleta,-34.5885029021684,-58.391612387453,POINT (-58.391612387453 -34.5885029021684)
LOLA MORA,RESTAURANTE,INTERNACIONAL,Comuna 1,Puerto Madero,-34.6027082206001,-58.3635934261411,POINT (-58.3635934261411 -34.6027082206001)
LOMO,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.588320702038,-58.4266947952186,POINT (-58.4266947952186 -34.588320702038)
LO NUESTRO,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6011117162613,-58.3759084897365,POINT (-58.3759084897365 -34.6011117162613)
LO RAFAEL,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.6154955911115,-58.3876159433407,POINT (-58.3876159433407 -34.6154955911115)
LORENA BAR,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6000138306597,-58.374028789841,POINT (-58.374028789841 -34.6000138306597)
LOR SOL,CAFE,MINUTAS,Comuna 12,Saavedra,-34.5492022859244,-58.4687167100888,POINT (-58.4687167100888 -34.5492022859244)
LOS AMIGOS,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6442438033864,-58.4637946077014,POINT (-58.4637946077014 -34.6442438033864)
LOS AMIGOS,RESTAURANTE,TRADICIONAL,Comuna 15,Villa Ortuzar,-34.579974333152,-58.4752751437921,POINT (-58.4752751437921 -34.579974333152)
LOS AMIGOS,BAR,PIZZERIA,Comuna 8,Villa Lugano,-34.6674327362729,-58.4711435002015,POINT (-58.4711435002015 -34.6674327362729)
LOS AMIGOS DE CARLITOS,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.6076121183996,-58.3740001387756,POINT (-58.3740001387756 -34.6076121183996)
LOS AMIGOS DE SIEMPRE,RESTAURANTE,INTERNACIONAL,Comuna 9,Mataderos,-34.655654515531,-58.5085438866403,POINT (-58.5085438866403 -34.655654515531)
LOS ANDES,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6095585320073,-58.3980820641434,POINT (-58.3980820641434 -34.6095585320073)
LOS ASTROS,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.6033067610259,-58.3958234940882,POINT (-58.3958234940882 -34.6033067610259)
LOS CAMIONEROS,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6374625750465,-58.4000970968083,POINT (-58.4000970968083 -34.6374625750465)
LOS CAPITELES DE GOYENA,RESTAURANTE,DE AUTOR,Comuna 6,Caballito,-34.6255135900145,-58.4316032595311,POINT (-58.4316032595311 -34.6255135900145)
LOS CEDROS,RESTAURANTE,ARABE,Comuna 7,Flores,-34.6160378901695,-58.4585078647063,POINT (-58.4585078647063 -34.6160378901695)
LOS CHANCHITOS,RESTAURANTE,PARRILLA,Comuna 15,Villa Crespo,-34.60558281175,-58.4395357121414,POINT (-58.4395357121414 -34.60558281175)
LOS CHICOS,RESTAURANTE,PARRILLA,Comuna 7,Flores,-34.6331717894138,-58.4684228941781,POINT (-58.4684228941781 -34.6331717894138)
LOS CHICOS,RESTAURANTE,PIZZERIA,Comuna 1,Monserrat,-34.6105745030766,-58.391758571004,POINT (-58.391758571004 -34.6105745030766)
Los Chinos,RESTAURANTE,CHINA,Comuna 14,Palermo,-34.5673477479991,-58.4424480120175,POINT (-58.4424480120175 -34.5673477479991)
LOS DIOSES,CONFITERIA,INTERNACIONAL,Comuna 1,San Nicolas,-34.6039452805701,-58.3765888614928,POINT (-58.3765888614928 -34.6039452805701)
LOS DOS CHINOS,RESTAURANTE,ITALIANA,Comuna 1,San Telmo,-34.6261650054601,-58.3759253321083,POINT (-58.3759253321083 -34.6261650054601)
LOS ESTUDIANTES,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6010478521396,-58.391345415938,POINT (-58.391345415938 -34.6010478521396)
LOS FAROLITOS,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6075082448013,-58.3850562138591,POINT (-58.3850562138591 -34.6075082448013)
LOS GALGOS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6031019976276,-58.3922124658038,POINT (-58.3922124658038 -34.6031019976276)
LOS GURISES,RESTAURANTE,MINUTAS,Comuna 4,Barracas,-34.6342855086407,-58.3884611168392,POINT (-58.3884611168392 -34.6342855086407)
LOS INMORTALES,RESTAURANTE,PIZZERIA,Comuna 1,San Nicolas,-34.6038824699409,-58.3860320926732,POINT (-58.3860320926732 -34.6038824699409)
LOS LEAfaEUR~OS,RESTAURANTE,MINUTAS,Comuna 12,Villa Urquiza,-34.567219457231,-58.4744403433878,POINT (-58.4744403433878 -34.567219457231)
LOS LEONCITOS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6067877875313,-58.3703656512037,POINT (-58.3703656512037 -34.6067877875313)
LOS LEONES,RESTAURANTE,PARRILLA,Comuna 10,Versalles,-34.6345277454875,-58.5096698060638,POINT (-58.5096698060638 -34.6345277454875)
LOS ORIENTALES,RESTAURANTE,INTERNACIONAL,Comuna 5,Almagro,-34.6118887518528,-58.422166237437,POINT (-58.422166237437 -34.6118887518528)
LOS PATRICIOS,RESTAURANTE,PIZZERIA,Comuna 4,Parque Patricios,-34.6325277677657,-58.4062003978364,POINT (-58.4062003978364 -34.6325277677657)
LOS PINOS,CAFE,PARRILLA,Comuna 2,Recoleta,-34.5916227732809,-58.398232041203,POINT (-58.398232041203 -34.5916227732809)
LOS PIRINEOS,CAFE,SANDWICHERIA,Comuna 1,San Nicolas,-34.6030591631635,-58.3913213338062,POINT (-58.3913213338062 -34.6030591631635)
LOS PORTUGUESES,RESTAURANTE,TRADICIONAL,Comuna 6,Caballito,-34.6062907805333,-58.4414530531959,POINT (-58.4414530531959 -34.6062907805333)
LOS SAUCES,RESTAURANTE,INTERNACIONAL,Comuna 13,NuAfA+-ez,-34.5421243346915,-58.4731755827382,POINT (-58.4731755827382 -34.5421243346915)
LOS SOLES,PUB,PIZZERIA,Comuna 15,Agronomia,-34.594818390217,-58.5022560069127,POINT (-58.5022560069127 -34.594818390217)
LOS TINTIN,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6304903409273,-58.396427719604,POINT (-58.396427719604 -34.6304903409273)
LOS UNICOS,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6012855580091,-58.3881109329165,POINT (-58.3881109329165 -34.6012855580091)
LOTOS,CAFE,NATURISTA,Comuna 2,Recoleta,-34.5993369563061,-58.3893170012074,POINT (-58.3893170012074 -34.5993369563061)
LOTUS NEO THAI,RESTAURANTE,TAILANDESA,Comuna 14,Palermo,-34.5698742534018,-58.4322103362459,POINT (-58.4322103362459 -34.5698742534018)
LUCIANA,RESTAURANTE,ITALIANA,Comuna 13,Colegiales,-34.5698988947864,-58.4508087571716,POINT (-58.4508087571716 -34.5698988947864)
LUCIERNAGA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.602040783244,-58.381010002079,POINT (-58.381010002079 -34.602040783244)
LUCIO,RESTAURANTE,PIZZERIA,Comuna 14,Palermo,-34.5858570981511,-58.4176654180963,POINT (-58.4176654180963 -34.5858570981511)
LUCKY'S,RESTAURANTE,TRADICIONAL,Comuna 3,Balvanera,-34.6008319068785,-58.4090156470897,POINT (-58.4090156470897 -34.6008319068785)
LULY CAFE,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.58419613175,-58.4141828357502,POINT (-58.4141828357502 -34.58419613175)
LUNA,CAFE,MINUTAS,Comuna 8,Villa Soldati,-34.6559156717666,-58.4336111942397,POINT (-58.4336111942397 -34.6559156717666)
LUNA CAFE,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5861526554082,-58.4065327277214,POINT (-58.4065327277214 -34.5861526554082)
LUNA YIP,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6020172151333,-58.3691991425035,POINT (-58.3691991425035 -34.6020172151333)
